page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
about	story		about.story.body	body	Since 2005, we have had over 20 years of experience providing client-centered intervention for language and speech disorders, developmental disorders, mental health disorders and for learning disabilities. Urbane Ethos Early Intervention Center started up the first multi-displinary center in 2005 based in Shah Alam and has since aided children, adolescents and parents in achieving developmental milestones and overcoming their disability or disorder to achieve a greater quality of life.	Sejak 2005, kami mempunyai lebih 20 tahun pengalaman menyediakan intervensi berfokuskan klien untuk gangguan bahasa dan pertuturan, gangguan perkembangan, gangguan kesihatan mental dan untuk ketidakupayaan pembelajaran. Pusat Intervensi Awal Urbane Ethos memulakan pusat pelbagai disiplin yang pertama pada tahun 2005 yang berpangkalan di Shah Alam dan sejak itu telah membantu kanak-kanak, remaja dan ibu bapa mencapai pencapaian perkembangan serta mengatasi ketidakupayaan atau gangguan mereka demi kualiti hidup yang lebih baik.	body	TRUE	static	translated	490	531	1.08	Early Intervention;Urbane Ethos Early Intervention Center;Center;Child;Children;Parent;Parents	FALSE	FALSE		TRUE	assets/img/anchors/about-team.jpg
about	visionMission		about.visionMission.heading	heading	Vision & Mission	Visi & Misi	heading	TRUE	static	translated	16	11	0.69		FALSE	FALSE		FALSE	
about	visionMission	0 · Vision	about.visionMission.items[0].title	title	Vision	Visi	heading	TRUE	unresolved	translated	6	4	0.67		FALSE	FALSE		FALSE	
about	visionMission	0 · Vision	about.visionMission.items[0].body	body	1. To provide rehabilitative and therapeutic services at an international standard in the local context. 2. To empower individuals of all ages to achieve their fullest potential through compassionate, evidence-based, and collaborative therapy services.	1. Menyediakan perkhidmatan pemulihan dan terapeutik pada standard antarabangsa dalam konteks tempatan. 2. Memperkasakan individu daripada semua peringkat umur untuk mencapai potensi sepenuhnya melalui perkhidmatan terapi yang penuh belas kasihan, berasaskan bukti, dan bersifat kolaboratif.	body	TRUE	unresolved	translated	252	291	1.15		FALSE	FALSE		FALSE	
about	visionMission	1 · Mission	about.visionMission.items[1].title	title	Mission	Misi	heading	TRUE	unresolved	translated	7	4	0.57		FALSE	FALSE		FALSE	
about	visionMission	1 · Mission	about.visionMission.items[1].body	body	1. To provide effective, quality and accessible therapy services. 2. To provide holistic, individualized, and transdisciplinary therapy and intervention services that support the developmental, communicative, and psychological well-being of our clients.	1. Menyediakan perkhidmatan terapi yang berkesan, berkualiti dan mudah diakses. 2. Menyediakan perkhidmatan terapi dan intervensi yang holistik, diperibadikan, dan transdisiplinari yang menyokong kesejahteraan perkembangan, komunikasi, dan psikologi klien kami.	body	TRUE	unresolved	translated	253	261	1.03		FALSE	FALSE		FALSE	
about	ctas		about.ctas.services	services	View services	Lihat perkhidmatan	microcopy	TRUE	static	translated	13	18	1.38	View services	FALSE	FALSE		FALSE	
about	ctas		about.ctas.contact	contact	Get in touch	Hubungi kami	microcopy	TRUE	static	translated	12	12	1.00	Get in touch	FALSE	FALSE		FALSE	
about	media		common.media.captions.aboutHero	aboutHero	Children learning side by side at the centre.	Kanak-kanak belajar bersama di pusat.	microcopy	TRUE	static	translated	45	37	0.82	Centre;Child;Children	TRUE	FALSE		TRUE	assets/img/anchors/about-hero.jpg
about	media		common.media.captions.aboutTeam	aboutTeam	The people your child will see.	Orang yang akan ditemui anak anda.	microcopy	TRUE	static	translated	31	34	1.10	Child	TRUE	FALSE		TRUE	assets/img/anchors/about-team.jpg
about	media		common.media.alts.aboutHero	aboutHero	Two children writing in their notebooks at a table, seen from behind	Dua kanak-kanak menulis dalam buku nota di meja, dilihat dari belakang	alt-text	TRUE	static	translated	68	70	1.03	Child;Children	TRUE	FALSE		TRUE	assets/img/anchors/about-hero.jpg
about	media		common.media.alts.aboutTeam	aboutTeam	The Urbane Ethos team standing together in the therapy room	Pasukan Urbane Ethos berdiri bersama di dalam bilik terapi	alt-text	TRUE	static	translated	59	58	0.98	Team	TRUE	FALSE		TRUE	assets/img/anchors/about-team.jpg
staff	a11y		common.a11y.playVideoPlaceholder	playVideoPlaceholder	Play introduction video	Mainkan video pengenalan	microcopy	TRUE	static	translated	23	24	1.04		FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	a11y		common.a11y.videoUnavailable	videoUnavailable	Video coming soon	Video akan datang tidak lama lagi	microcopy	TRUE	static	translated	17	33	1.94		FALSE	FALSE		FALSE	
staff	hero		staff.hero.title	title	MEET THE TEAM	TEMUI PASUKAN	heading	TRUE	static	translated	13	13	1.00	Team	FALSE	FALSE		FALSE	
staff	hero		staff.hero.subtitle	subtitle	Our team comprises of Clinical Linguists, Occupational Therapists, Speech Therapists, Clinical Psychologists, and Special Education Teacher. All employees in our company are professionally licensed.	Pasukan kami terdiri daripada Pakar Linguistik Klinikal, Ahli Terapi Carakerja, Ahli Terapi Pertuturan, Ahli Psikologi Klinikal, dan Guru Pendidikan Khas. Semua kakitangan syarikat kami mempunyai lesen profesional.	body	TRUE	static	translated	198	214	1.08	Special Education;Team	FALSE	FALSE		FALSE	
staff	members	0 · dr-norizan-rajak	staff.members[0].id	id	dr-norizan-rajak	dr-norizan-rajak	non-copy	FALSE	js	identical	16	16	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0 · dr-norizan-rajak	staff.members[0].name	name	Dr Norizan Binti Rajak, Ph.D	Dr Norizan Binti Rajak, Ph.D	microcopy	TRUE	js	identical	28	28	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0 · dr-norizan-rajak	staff.members[0].role	role	Director & Clinical Linguist	Pengarah & Pakar Linguistik Klinikal	microcopy	TRUE	js	translated	28	36	1.29		FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0	staff.members[0].credentials[0]	credentials	Ph.D, Syracuse University, New York	Ph.D, Syracuse University, New York	list-item	TRUE	js	identical	35	35	1.00		FALSE	FALSE		FALSE	
staff	members	0 · dr-norizan-rajak	staff.members[0].greeting	greeting	Hi, I'm Norizan	Hai, saya Norizan	microcopy	TRUE	js	translated	15	17	1.13		FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0 · dr-norizan-rajak	staff.members[0].personalLine	personalLine	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	microcopy	TRUE	js	identical	41	41	1.00		FALSE	TRUE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0 · dr-norizan-rajak	staff.members[0].bio	bio	Clinical linguist previously based at University of Hawaii and former Linguistics lecturer at USM. Founded the first private multidisciplinary intervention center in 2005. Over 20 years of experience in language disorders and learning assessments for children with learning difficulties. Pioneered the Early Intervention Screening Program under the State of Selangor.	Pakar linguistik klinikal yang sebelum ini berkhidmat di University of Hawaii dan bekas pensyarah Linguistik di USM. Mengasaskan pusat intervensi pelbagai disiplin swasta yang pertama pada tahun 2005. Lebih 20 tahun pengalaman dalam gangguan bahasa dan penilaian pembelajaran untuk kanak-kanak yang menghadapi kesukaran pembelajaran. Merintis Program Saringan Intervensi Awal di bawah Negeri Selangor.	body	TRUE	js	translated	367	401	1.09	Early Intervention;Center;Child;Children	FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	0 · dr-norizan-rajak	staff.members[0].photo	photo	assets/img/staff-pdf/dr-norizan-rajak.jpg	assets/img/staff-pdf/dr-norizan-rajak.jpg	non-copy	FALSE	js	identical	41	41	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff-pdf/dr-norizan-rajak.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].id	id	nasirah-zulkifli	nasirah-zulkifli	non-copy	FALSE	js	identical	16	16	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].name	name	Nasirah Binti Zulkifli, OTR/L	Nasirah Binti Zulkifli, OTR/L	microcopy	TRUE	js	identical	29	29	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].role	role	Co-Director and Occupational Therapist	Pengarah Bersama dan Ahli Terapi Carakerja	microcopy	TRUE	js	translated	38	42	1.11		FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1	staff.members[1].credentials[0]	credentials	OTR/L	OTR/L	list-item	TRUE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
staff	members	1	staff.members[1].credentials[1]	credentials	Bachelor's Degree in Occupational Therapy	Bachelor's Degree in Occupational Therapy	list-item	TRUE	js	identical	41	41	1.00	Occupational Therapy	FALSE	FALSE		FALSE	
staff	members	1	staff.members[1].credentials[2]	credentials	Certified in the Integration Primitive Reflexes	Certified in the Integration Primitive Reflexes	list-item	TRUE	js	identical	47	47	1.00		FALSE	FALSE		FALSE	
staff	members	1	staff.members[1].credentials[3]	credentials	Licensed Occupational Therapist and active member of Malaysian Occupational Therapy Association (MOTA)	Licensed Occupational Therapist and active member of Malaysian Occupational Therapy Association (MOTA)	list-item	TRUE	js	identical	102	102	1.00	Occupational Therapy	FALSE	FALSE		FALSE	
staff	members	1	staff.members[1].credentials[4]	credentials	MAHPC(OT)02144	MAHPC(OT)02144	list-item	TRUE	js	identical	14	14	1.00		FALSE	FALSE		FALSE	
staff	members	1 · nasirah-zulkifli	staff.members[1].greeting	greeting	Hi, I'm Nasirah	Hai, saya Nasirah	microcopy	TRUE	js	translated	15	17	1.13		FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].personalLine	personalLine	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	microcopy	TRUE	js	identical	41	41	1.00		FALSE	TRUE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].bio	bio	Former NGO volunteer with clinical training at Klinik Pakar UiTM, Pusat Terapi Carakerja UiTM Puncak Alam, and Hospital Selayang. Experienced with GDD, Autism, ADHD, and other syndromes.	Bekas sukarelawan NGO dengan latihan klinikal di Klinik Pakar UiTM, Pusat Terapi Carakerja UiTM Puncak Alam, dan Hospital Selayang. Berpengalaman dengan GDD, Autisme, ADHD, dan sindrom lain.	body	TRUE	js	translated	186	190	1.02		FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	1 · nasirah-zulkifli	staff.members[1].photo	photo	assets/img/staff-pdf/nasirah-zulkifli.jpg	assets/img/staff-pdf/nasirah-zulkifli.jpg	non-copy	FALSE	js	identical	41	41	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff-pdf/nasirah-zulkifli.jpg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].id	id	ms-robin-koh-hui-xuan	ms-robin-koh-hui-xuan	non-copy	FALSE	js	identical	21	21	1.00		FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].name	name	Ms. Koh Hui Xuan (Robin)	Ms. Koh Hui Xuan (Robin)	microcopy	TRUE	js	identical	24	24	1.00		FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].role	role	Clinical Psychologist	Ahli Psikologi Klinikal	microcopy	TRUE	js	translated	21	23	1.10		FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2	staff.members[2].credentials[0]	credentials	Master of Clinical Psychology, UCSI University	Master of Clinical Psychology, UCSI University	list-item	TRUE	js	identical	46	46	1.00	Clinical Psychology	FALSE	FALSE		FALSE	
staff	members	2	staff.members[2].credentials[1]	credentials	Registered Clinical Psychologist, Malaysian Allied Health Professions Council (MAHPC: CP00517)	Registered Clinical Psychologist, Malaysian Allied Health Professions Council (MAHPC: CP00517)	list-item	TRUE	js	identical	94	94	1.00		FALSE	FALSE		FALSE	
staff	members	2	staff.members[2].credentials[2]	credentials	Member, Malaysian Society of Clinical Psychology (MSCP: CP1-00619)	Member, Malaysian Society of Clinical Psychology (MSCP: CP1-00619)	list-item	TRUE	js	identical	66	66	1.00	Clinical Psychology	FALSE	FALSE		FALSE	
staff	members	2	staff.members[2].credentials[3]	credentials	Trained in PEERS® for Preschoolers	Trained in PEERS® for Preschoolers	list-item	TRUE	js	identical	34	34	1.00	Preschool	FALSE	FALSE		FALSE	
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].greeting	greeting	Hi, I'm Robin	Hai, saya Robin	microcopy	TRUE	js	translated	13	15	1.15		FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].personalLine	personalLine	I help people give a voice to their struggles, and build a life that feels like their own.	Saya membantu setiap orang memberi suara kepada kesukaran yang mereka hadapi, dan membina kehidupan yang benar-benar milik mereka sendiri.	microcopy	TRUE	js	translated	90	138	1.53		FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].bio	bio	Robin works with children, adolescents and adults across psychological assessment, diagnosis and intervention — anxiety, depression, stress, adjustment difficulties, and neurodivergence including Autism Spectrum Disorder (ASD) and Attention-Deficit/Hyperactivity Disorder (ADHD). She practises Cognitive Behavioural Therapy (CBT) and Acceptance and Commitment Therapy (ACT) with integrated art therapy, supporting clients to build psychological flexibility and live a meaningful life. A strong advocate for mental health literacy and early intervention, she has delivered mental health talks and psychoeducation sessions in public schools for students, educators and families.	Robin bekerja dengan kanak-kanak, remaja dan orang dewasa dalam penilaian, diagnosis dan intervensi psikologi — kebimbangan, kemurungan, tekanan, kesukaran penyesuaian, serta neurodivergensi termasuk Autism Spectrum Disorder (ASD) dan Attention-Deficit/Hyperactivity Disorder (ADHD). Beliau mengamalkan Cognitive Behavioural Therapy (CBT) dan Acceptance and Commitment Therapy (ACT) bersama terapi seni bersepadu, membantu klien membina fleksibiliti psikologi dan menjalani kehidupan yang bermakna. Seorang penyokong kuat literasi kesihatan mental dan intervensi awal, beliau telah menyampaikan ceramah kesihatan mental dan sesi psikopendidikan di sekolah awam untuk pelajar, pendidik dan keluarga.	body	TRUE	js	translated	676	698	1.03	Early Intervention;Session;Child;Children;Families;Adult	FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	2 · ms-robin-koh-hui-xuan	staff.members[2].photo	photo	assets/img/staff/ms-robin-koh-hui-xuan.jpeg	assets/img/staff/ms-robin-koh-hui-xuan.jpeg	non-copy	FALSE	js	identical	43	43	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff/ms-robin-koh-hui-xuan.jpeg
staff	members	3 · mrs-norizzati-afiqah	staff.members[3].id	id	mrs-norizzati-afiqah	mrs-norizzati-afiqah	non-copy	FALSE	js	identical	20	20	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/mrs-norizzati-afiqah.jpg
staff	members	3 · mrs-norizzati-afiqah	staff.members[3].name	name	Mrs Norizzati Afiqah, OTR/L	Mrs Norizzati Afiqah, OTR/L	microcopy	TRUE	js	identical	27	27	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/mrs-norizzati-afiqah.jpg
staff	members	3 · mrs-norizzati-afiqah	staff.members[3].role	role	Head of Occupational Therapy Department	Ketua Jabatan Terapi Carakerja	microcopy	TRUE	js	translated	39	30	0.77	Occupational Therapy	FALSE	FALSE		TRUE	assets/img/staff-pdf/mrs-norizzati-afiqah.jpg
